Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,HourlyRate,EnvironmentSatisfaction,Gender,JobSatisfaction,OverTime,PercentSalaryHike,WorkLifeBalance,MonthlyIncome,TrainingTimesLastYear,NumCompaniesWorked,MaritalStatus,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole
Age:39-60,Attr:No,Travel_rarely,Research & Development,10-30 miles,Bachelor,Technical Degree,Hourly:30-44,EnvSatisf:Very High,Male,JobSatisf:Very High,OverTime:No,Hike:11-18(%),WLBalance:Best,Monthly:8000-20000,Training:4-6,Companies:3-6,Divorced,Performance:Excellent,TotWork:5-15,AtCompany:6-29,CurrRole:0-6
Age:32-39,Attr:No,Travel_rarely,Research & Development,0-4 miles,Bachelor,Life Sciences,Hourly:30-44,EnvSatisf:Very High,Male,JobSatisf:Very High,OverTime:No,Hike:11-18(%),WLBalance:Good,Monthly:8000-20000,Training:2-4,Companies:3-6,Married,Performance:Excellent,TotWork:5-15,AtCompany:2-6,CurrRole:0-6
Age:32-39,Attr:No,Travel_rarely,Sales,0-4 miles,Bachelor,Marketing,Hourly:30-44,EnvSatisf:Low,Male,JobSatisf:Very High,OverTime:No,Hike:18-25(%),WLBalance:Good,Monthly:3000-5000,Training:2-4,Companies:0-3,Single,Performance:Excellent,TotWork:5-15,AtCompany:6-29,CurrRole:6-12
Age:32-39,Attr:No,Travel_rarely,Research & Development,0-4 miles,Bachelor,Life Sciences,Hourly:44-58,EnvSatisf:High,Male,JobSatisf:Very High,OverTime:No,Hike:11-18(%),WLBalance:Bad,Monthly:3000-5000,Training:0-2,Companies:3-6,Married,Performance:Excellent,TotWork:5-15,AtCompany:2-6,CurrRole:0-6
Age:32-39,Attr:No,Travel_rarely,Research & Development,0-4 miles,Below College,Technical Degree,Hourly:86-100,EnvSatisf:High,Male,JobSatisf:Very High,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:5000-8000,Training:2-4,Companies:0-3,Married,Performance:Excellent,TotWork:1-5,AtCompany:2-6,CurrRole:0-6
Age:39-60,Attr:No,Travel_rarely,Research & Development,4-10 miles,Master,Life Sciences,Hourly:44-58,EnvSatisf:Very High,Male,JobSatisf:Very High,OverTime:No,Hike:18-25(%),WLBalance:Good,Monthly:5000-8000,Training:2-4,Companies:0-3,Divorced,Performance:Excellent,TotWork:5-15,AtCompany:2-6,CurrRole:6-12
Age:32-39,Attr:No,Travel_rarely,Research & Development,10-30 miles,Bachelor,Life Sciences,Hourly:30-44,EnvSatisf:Low,Male,JobSatisf:Low,OverTime:Yes,Hike:11-18(%),WLBalance:Good,Monthly:5000-8000,Training:0-2,Companies:0-3,Married,Performance:Excellent,TotWork:5-15,AtCompany:2-6,CurrRole:6-12
Age:39-60,Attr:No,Travel_rarely,Research & Development,0-4 miles,College,Medical,Hourly:86-100,EnvSatisf:Medium,Male,JobSatisf:Very High,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:5000-8000,Training:2-4,Companies:0-3,Divorced,Performance:Excellent,TotWork:5-15,AtCompany:2-6,CurrRole:6-12
Age:39-60,Attr:No,Travel_rarely,Research & Development,10-30 miles,Master,Life Sciences,Hourly:44-58,EnvSatisf:Medium,Male,JobSatisf:Low,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:5000-8000,Training:2-4,Companies:0-3,Divorced,Performance:Excellent,TotWork:5-15,AtCompany:2-6,CurrRole:6-12
Age:18-32,Attr:No,Travel_frequently,Sales,10-30 miles,Master,Marketing,Hourly:72-86,EnvSatisf:Very High,Male,JobSatisf:Very High,OverTime:No,Hike:11-18(%),WLBalance:Best,Monthly:3000-5000,Training:0-2,Companies:0-3,Single,Performance:Excellent,TotWork:5-15,AtCompany:0-2,CurrRole:0-6
Age:39-60,Attr:No,Travel_rarely,Research & Development,4-10 miles,Master,Life Sciences,Hourly:30-44,EnvSatisf:High,Male,JobSatisf:Very High,OverTime:No,Hike:18-25(%),WLBalance:Better,Monthly:1000-3000,Training:4-6,Companies:0-3,Single,Performance:Excellent,TotWork:5-15,AtCompany:0-2,CurrRole:6-12
Age:39-60,Attr:No,Travel_rarely,Research & Development,0-4 miles,Bachelor,Other,Hourly:30-44,EnvSatisf:High,Male,JobSatisf:Medium,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:3000-5000,Training:2-4,Companies:0-3,Married,Performance:Excellent,TotWork:5-15,AtCompany:0-2,CurrRole:6-12
Age:18-32,Attr:No,Travel_rarely,Research & Development,10-30 miles,College,Other,Hourly:86-100,EnvSatisf:Low,Male,JobSatisf:High,OverTime:No,Hike:11-18(%),WLBalance:Good,Monthly:1000-3000,Training:2-4,Companies:0-3,Divorced,Performance:Excellent,TotWork:1-5,AtCompany:0-2,CurrRole:0-6
Age:32-39,Attr:Yes,Travel_frequently,Research & Development,0-4 miles,Bachelor,Life Sciences,Hourly:30-44,EnvSatisf:Very High,Male,JobSatisf:High,OverTime:No,Hike:11-18(%),WLBalance:Bad,Monthly:8000-20000,Training:2-4,Companies:0-3,Single,Performance:Excellent,TotWork:5-15,AtCompany:6-29,CurrRole:0-6
Age:18-32,Attr:No,Travel_rarely,Research & Development,10-30 miles,Master,Life Sciences,Hourly:72-86,EnvSatisf:High,Male,JobSatisf:High,OverTime:Yes,Hike:11-18(%),WLBalance:Better,Monthly:3000-5000,Training:0-2,Companies:6-9,Married,Performance:Excellent,TotWork:5-15,AtCompany:0-2,CurrRole:0-6
Age:32-39,Attr:No,Travel_rarely,Sales,0-4 miles,Bachelor,Medical,Hourly:30-44,EnvSatisf:Medium,Male,JobSatisf:High,OverTime:No,Hike:11-18(%),WLBalance:Best,Monthly:3000-5000,Training:0-2,Companies:0-3,Married,Performance:Excellent,TotWork:1-5,AtCompany:0-2,CurrRole:0-6
Age:32-39,Attr:No,Travel_rarely,Human Resources,10-30 miles,Bachelor,Life Sciences,Hourly:44-58,EnvSatisf:High,Male,JobSatisf:Medium,OverTime:No,Hike:11-18(%),WLBalance:Best,Monthly:5000-8000,Training:4-6,Companies:3-6,Married,Performance:Excellent,TotWork:5-15,AtCompany:6-29,CurrRole:6-12
Age:39-60,Attr:Yes,Travel_rarely,Sales,4-10 miles,Bachelor,Marketing,Hourly:44-58,EnvSatisf:High,Male,JobSatisf:High,OverTime:Yes,Hike:11-18(%),WLBalance:Better,Monthly:8000-20000,Training:2-4,Companies:0-3,Single,Performance:Excellent,TotWork:5-15,AtCompany:2-6,CurrRole:0-6
Age:39-60,Attr:No,Travel_rarely,Research & Development,0-4 miles,Below College,Life Sciences,Hourly:58-72,EnvSatisf:Very High,Male,JobSatisf:Very High,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:8000-20000,Training:0-2,Companies:0-3,Married,Performance:Excellent,TotWork:15-40,AtCompany:6-29,CurrRole:0-6
Age:39-60,Attr:No,Travel_rarely,Research & Development,0-4 miles,Bachelor,Life Sciences,Hourly:58-72,EnvSatisf:Low,Male,JobSatisf:High,OverTime:No,Hike:11-18(%),WLBalance:Bad,Monthly:3000-5000,Training:2-4,Companies:0-3,Divorced,Performance:Excellent,TotWork:1-5,AtCompany:0-2,CurrRole:0-6
Age:32-39,Attr:No,Travel_rarely,Research & Development,0-4 miles,Bachelor,Medical,Hourly:72-86,EnvSatisf:Very High,Male,JobSatisf:Medium,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:3000-5000,Training:0-2,Companies:3-6,Divorced,Performance:Excellent,TotWork:5-15,AtCompany:6-29,CurrRole:0-6
Age:18-32,Attr:Yes,Travel_rarely,Research & Development,0-4 miles,College,Medical,Hourly:86-100,EnvSatisf:High,Male,JobSatisf:Medium,OverTime:Yes,Hike:11-18(%),WLBalance:Good,Monthly:8000-20000,Training:2-4,Companies:0-3,Divorced,Performance:Excellent,TotWork:5-15,AtCompany:2-6,CurrRole:0-6
Age:39-60,Attr:No,Travel_rarely,Research & Development,10-30 miles,College,Life Sciences,Hourly:44-58,EnvSatisf:Very High,Male,JobSatisf:Medium,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:3000-5000,Training:0-2,Companies:3-6,Married,Performance:Outstanding,TotWork:15-40,AtCompany:2-6,CurrRole:0-6
Age:18-32,Attr:No,Non_travel,Research & Development,10-30 miles,Bachelor,Life Sciences,Hourly:44-58,EnvSatisf:Medium,Male,JobSatisf:Very High,OverTime:Yes,Hike:11-18(%),WLBalance:Better,Monthly:3000-5000,Training:0-2,Companies:0-3,Single,Performance:Excellent,TotWork:1-5,AtCompany:0-2,CurrRole:0-6
Age:32-39,Attr:No,Travel_rarely,Research & Development,0-4 miles,Master,Life Sciences,Hourly:86-100,EnvSatisf:Medium,Male,JobSatisf:Low,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:3000-5000,Training:0-2,Companies:0-3,Divorced,Performance:Excellent,TotWork:5-15,AtCompany:2-6,CurrRole:0-6
Age:32-39,Attr:No,Travel_rarely,Sales,10-30 miles,College,Medical,Hourly:30-44,EnvSatisf:Low,Male,JobSatisf:Medium,OverTime:Yes,Hike:11-18(%),WLBalance:Better,Monthly:1000-3000,Training:2-4,Companies:0-3,Single,Performance:Excellent,TotWork:5-15,AtCompany:0-2,CurrRole:0-6
Age:32-39,Attr:Yes,Travel_rarely,Research & Development,10-30 miles,Doctor,Technical Degree,Hourly:58-72,EnvSatisf:High,Male,JobSatisf:Medium,OverTime:No,Hike:11-18(%),WLBalance:Best,Monthly:3000-5000,Training:2-4,Companies:3-6,Married,Performance:Excellent,TotWork:5-15,AtCompany:2-6,CurrRole:0-6
Age:32-39,Attr:Yes,Travel_frequently,Research & Development,4-10 miles,Master,Life Sciences,Hourly:86-100,EnvSatisf:Very High,Male,JobSatisf:Low,OverTime:No,Hike:11-18(%),WLBalance:Good,Monthly:5000-8000,Training:0-2,Companies:3-6,Married,Performance:Excellent,TotWork:5-15,AtCompany:6-29,CurrRole:0-6
Age:32-39,Attr:Yes,Travel_rarely,Research & Development,10-30 miles,Bachelor,Technical Degree,Hourly:58-72,EnvSatisf:High,Male,JobSatisf:Very High,OverTime:Yes,Hike:11-18(%),WLBalance:Bad,Monthly:5000-8000,Training:0-2,Companies:0-3,Single,Performance:Excellent,TotWork:1-5,AtCompany:0-2,CurrRole:0-6
Age:32-39,Attr:No,Travel_rarely,Sales,4-10 miles,Bachelor,Life Sciences,Hourly:44-58,EnvSatisf:Very High,Male,JobSatisf:Medium,OverTime:No,Hike:18-25(%),WLBalance:Better,Monthly:8000-20000,Training:0-2,Companies:0-3,Married,Performance:Excellent,TotWork:1-5,AtCompany:2-6,CurrRole:0-6
Age:32-39,Attr:Yes,Travel_rarely,Sales,10-30 miles,Master,Medical,Hourly:30-44,EnvSatisf:Low,Male,JobSatisf:Medium,OverTime:Yes,Hike:18-25(%),WLBalance:Best,Monthly:5000-8000,Training:2-4,Companies:0-3,Single,Performance:Excellent,TotWork:15-40,AtCompany:2-6,CurrRole:6-12
Age:18-32,Attr:No,Travel_rarely,Sales,4-10 miles,College,Marketing,Hourly:72-86,EnvSatisf:High,Male,JobSatisf:Very High,OverTime:Yes,Hike:11-18(%),WLBalance:Good,Monthly:5000-8000,Training:0-2,Companies:3-6,Married,Performance:Excellent,TotWork:15-40,AtCompany:2-6,CurrRole:0-6
Age:18-32,Attr:No,Travel_frequently,Research & Development,10-30 miles,College,Technical Degree,Hourly:58-72,EnvSatisf:Low,Male,JobSatisf:Very High,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:3000-5000,Training:2-4,Companies:0-3,Divorced,Performance:Excellent,TotWork:5-15,AtCompany:2-6,CurrRole:6-12
Age:39-60,Attr:No,Travel_rarely,Sales,4-10 miles,College,Marketing,Hourly:86-100,EnvSatisf:Very High,Male,JobSatisf:High,OverTime:No,Hike:11-18(%),WLBalance:Best,Monthly:1000-3000,Training:2-4,Companies:3-6,Married,Performance:Excellent,TotWork:15-40,AtCompany:2-6,CurrRole:0-6
Age:18-32,Attr:No,Travel_rarely,Research & Development,10-30 miles,Bachelor,Life Sciences,Hourly:86-100,EnvSatisf:Medium,Male,JobSatisf:High,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:3000-5000,Training:0-2,Companies:0-3,Divorced,Performance:Excellent,TotWork:5-15,AtCompany:2-6,CurrRole:6-12
Age:18-32,Attr:No,Travel_rarely,Sales,0-4 miles,Below College,Life Sciences,Hourly:44-58,EnvSatisf:Low,Male,JobSatisf:High,OverTime:No,Hike:11-18(%),WLBalance:Good,Monthly:1000-3000,Training:4-6,Companies:6-9,Single,Performance:Excellent,TotWork:15-40,AtCompany:6-29,CurrRole:0-6
Age:32-39,Attr:No,Travel_rarely,Research & Development,10-30 miles,Master,Medical,Hourly:30-44,EnvSatisf:Very High,Male,JobSatisf:Very High,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:8000-20000,Training:4-6,Companies:0-3,Married,Performance:Excellent,TotWork:1-5,AtCompany:2-6,CurrRole:0-6
Age:39-60,Attr:No,Travel_rarely,Research & Development,10-30 miles,Master,Life Sciences,Hourly:30-44,EnvSatisf:Very High,Male,JobSatisf:High,OverTime:No,Hike:11-18(%),WLBalance:Good,Monthly:1000-3000,Training:0-2,Companies:0-3,Single,Performance:Excellent,TotWork:15-40,AtCompany:2-6,CurrRole:0-6
Age:39-60,Attr:No,Non_travel,Research & Development,10-30 miles,Bachelor,Life Sciences,Hourly:30-44,EnvSatisf:Very High,Male,JobSatisf:High,OverTime:No,Hike:18-25(%),WLBalance:Better,Monthly:1000-3000,Training:0-2,Companies:0-3,Single,Performance:Excellent,TotWork:5-15,AtCompany:2-6,CurrRole:6-12
Age:18-32,Attr:No,Travel_rarely,Research & Development,4-10 miles,College,Medical,Hourly:30-44,EnvSatisf:Medium,Male,JobSatisf:High,OverTime:No,Hike:11-18(%),WLBalance:Good,Monthly:3000-5000,Training:2-4,Companies:0-3,Single,Performance:Excellent,TotWork:5-15,AtCompany:6-29,CurrRole:0-6
Age:39-60,Attr:No,Travel_frequently,Sales,10-30 miles,Bachelor,Life Sciences,Hourly:72-86,EnvSatisf:High,Male,JobSatisf:Very High,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:1000-3000,Training:2-4,Companies:0-3,Divorced,Performance:Excellent,TotWork:5-15,AtCompany:2-6,CurrRole:0-6
Age:32-39,Attr:Yes,Travel_rarely,Sales,0-4 miles,Below College,Technical Degree,Hourly:86-100,EnvSatisf:Low,Male,JobSatisf:Medium,OverTime:Yes,Hike:11-18(%),WLBalance:Better,Monthly:8000-20000,Training:0-2,Companies:0-3,Single,Performance:Excellent,TotWork:1-5,AtCompany:2-6,CurrRole:0-6
Age:18-32,Attr:No,Travel_rarely,Sales,10-30 miles,Bachelor,Marketing,Hourly:72-86,EnvSatisf:High,Male,JobSatisf:Very High,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:5000-8000,Training:2-4,Companies:3-6,Single,Performance:Excellent,TotWork:15-40,AtCompany:6-29,CurrRole:0-6
Age:32-39,Attr:No,Travel_rarely,Research & Development,4-10 miles,Master,Life Sciences,Hourly:86-100,EnvSatisf:High,Male,JobSatisf:Medium,OverTime:No,Hike:18-25(%),WLBalance:Better,Monthly:8000-20000,Training:2-4,Companies:6-9,Single,Performance:Outstanding,TotWork:5-15,AtCompany:6-29,CurrRole:0-6
Age:18-32,Attr:No,Travel_rarely,Sales,10-30 miles,Bachelor,Medical,Hourly:30-44,EnvSatisf:Very High,Male,JobSatisf:Very High,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:3000-5000,Training:4-6,Companies:0-3,Married,Performance:Excellent,TotWork:1-5,AtCompany:2-6,CurrRole:0-6
Age:32-39,Attr:Yes,Travel_rarely,Research & Development,0-4 miles,Bachelor,Medical,Hourly:44-58,EnvSatisf:Low,Male,JobSatisf:Medium,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:1000-3000,Training:2-4,Companies:0-3,Divorced,Performance:Excellent,TotWork:1-5,AtCompany:0-2,CurrRole:0-6
Age:39-60,Attr:No,Travel_rarely,Research & Development,0-4 miles,Bachelor,Technical Degree,Hourly:72-86,EnvSatisf:Very High,Male,JobSatisf:Low,OverTime:No,Hike:11-18(%),WLBalance:Good,Monthly:5000-8000,Training:0-2,Companies:0-3,Single,Performance:Excellent,TotWork:1-5,AtCompany:2-6,CurrRole:0-6
Age:39-60,Attr:No,Travel_rarely,Research & Development,0-4 miles,Below College,Life Sciences,Hourly:58-72,EnvSatisf:Very High,Male,JobSatisf:Medium,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:8000-20000,Training:2-4,Companies:0-3,Married,Performance:Excellent,TotWork:15-40,AtCompany:2-6,CurrRole:0-6
Age:32-39,Attr:No,Travel_frequently,Research & Development,0-4 miles,Master,Medical,Hourly:72-86,EnvSatisf:Medium,Male,JobSatisf:High,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:1000-3000,Training:0-2,Companies:6-9,Divorced,Performance:Excellent,TotWork:5-15,AtCompany:0-2,CurrRole:0-6
Age:32-39,Attr:Yes,Travel_frequently,Research & Development,0-4 miles,Bachelor,Life Sciences,Hourly:44-58,EnvSatisf:Low,Male,JobSatisf:Low,OverTime:Yes,Hike:11-18(%),WLBalance:Better,Monthly:5000-8000,Training:2-4,Companies:3-6,Married,Performance:Outstanding,TotWork:5-15,AtCompany:2-6,CurrRole:0-6
Age:32-39,Attr:No,Travel_rarely,Research & Development,4-10 miles,College,Life Sciences,Hourly:30-44,EnvSatisf:Very High,Male,JobSatisf:Low,OverTime:No,Hike:18-25(%),WLBalance:Good,Monthly:3000-5000,Training:0-2,Companies:0-3,Divorced,Performance:Outstanding,TotWork:5-15,AtCompany:6-29,CurrRole:6-12
Age:18-32,Attr:No,Travel_rarely,Sales,10-30 miles,Master,Life Sciences,Hourly:86-100,EnvSatisf:High,Male,JobSatisf:High,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:5000-8000,Training:0-2,Companies:6-9,Divorced,Performance:Outstanding,TotWork:15-40,AtCompany:2-6,CurrRole:6-12
Age:18-32,Attr:No,Travel_rarely,Sales,4-10 miles,Bachelor,Medical,Hourly:44-58,EnvSatisf:High,Male,JobSatisf:Very High,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:1000-3000,Training:4-6,Companies:0-3,Single,Performance:Excellent,TotWork:1-5,AtCompany:0-2,CurrRole:0-6
Age:39-60,Attr:No,Non_travel,Research & Development,0-4 miles,College,Life Sciences,Hourly:44-58,EnvSatisf:Very High,Male,JobSatisf:High,OverTime:No,Hike:18-25(%),WLBalance:Better,Monthly:5000-8000,Training:2-4,Companies:0-3,Married,Performance:Excellent,TotWork:1-5,AtCompany:0-2,CurrRole:0-6
Age:39-60,Attr:No,Travel_rarely,Research & Development,10-30 miles,Master,Medical,Hourly:58-72,EnvSatisf:High,Male,JobSatisf:Medium,OverTime:Yes,Hike:11-18(%),WLBalance:Better,Monthly:5000-8000,Training:2-4,Companies:0-3,Married,Performance:Excellent,TotWork:15-40,AtCompany:6-29,CurrRole:6-12
Age:39-60,Attr:No,Travel_rarely,Research & Development,10-30 miles,Bachelor,Life Sciences,Hourly:72-86,EnvSatisf:High,Male,JobSatisf:Low,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:8000-20000,Training:0-2,Companies:6-9,Married,Performance:Excellent,TotWork:15-40,AtCompany:6-29,CurrRole:6-12
Age:32-39,Attr:No,Travel_rarely,Research & Development,4-10 miles,Bachelor,Life Sciences,Hourly:86-100,EnvSatisf:Very High,Male,JobSatisf:Very High,OverTime:No,Hike:11-18(%),WLBalance:Good,Monthly:3000-5000,Training:0-2,Companies:0-3,Single,Performance:Outstanding,TotWork:15-40,AtCompany:6-29,CurrRole:0-6
Age:18-32,Attr:No,Non_travel,Research & Development,0-4 miles,Master,Life Sciences,Hourly:72-86,EnvSatisf:Very High,Male,JobSatisf:Low,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:5000-8000,Training:0-2,Companies:3-6,Married,Performance:Excellent,TotWork:5-15,AtCompany:2-6,CurrRole:6-12
Age:39-60,Attr:No,Travel_rarely,Research & Development,0-4 miles,Master,Technical Degree,Hourly:58-72,EnvSatisf:Low,Male,JobSatisf:High,OverTime:No,Hike:11-18(%),WLBalance:Bad,Monthly:5000-8000,Training:2-4,Companies:6-9,Married,Performance:Excellent,TotWork:15-40,AtCompany:6-29,CurrRole:0-6
Age:39-60,Attr:No,Travel_rarely,Sales,4-10 miles,Bachelor,Marketing,Hourly:86-100,EnvSatisf:Medium,Male,JobSatisf:Medium,OverTime:No,Hike:18-25(%),WLBalance:Better,Monthly:5000-8000,Training:4-6,Companies:0-3,Married,Performance:Excellent,TotWork:1-5,AtCompany:2-6,CurrRole:0-6
Age:32-39,Attr:No,Travel_rarely,Research & Development,0-4 miles,Bachelor,Medical,Hourly:72-86,EnvSatisf:High,Male,JobSatisf:Low,OverTime:Yes,Hike:18-25(%),WLBalance:Good,Monthly:3000-5000,Training:2-4,Companies:3-6,Married,Performance:Excellent,TotWork:5-15,AtCompany:6-29,CurrRole:0-6
Age:39-60,Attr:Yes,Travel_rarely,Sales,4-10 miles,College,Life Sciences,Hourly:58-72,EnvSatisf:Low,Male,JobSatisf:Low,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:3000-5000,Training:2-4,Companies:0-3,Married,Performance:Excellent,TotWork:5-15,AtCompany:0-2,CurrRole:0-6
Age:32-39,Attr:No,Travel_frequently,Human Resources,4-10 miles,Master,Life Sciences,Hourly:86-100,EnvSatisf:Very High,Male,JobSatisf:Medium,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:5000-8000,Training:2-4,Companies:3-6,Single,Performance:Excellent,TotWork:15-40,AtCompany:2-6,CurrRole:0-6
Age:32-39,Attr:Yes,Travel_rarely,Sales,10-30 miles,Master,Life Sciences,Hourly:86-100,EnvSatisf:Low,Male,JobSatisf:Low,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:1000-3000,Training:2-4,Companies:0-3,Married,Performance:Excellent,TotWork:1-5,AtCompany:2-6,CurrRole:0-6
Age:32-39,Attr:No,Travel_rarely,Research & Development,10-30 miles,Master,Other,Hourly:58-72,EnvSatisf:High,Male,JobSatisf:Low,OverTime:No,Hike:11-18(%),WLBalance:Good,Monthly:8000-20000,Training:2-4,Companies:6-9,Married,Performance:Outstanding,TotWork:5-15,AtCompany:2-6,CurrRole:0-6
Age:39-60,Attr:Yes,Travel_frequently,Research & Development,4-10 miles,Bachelor,Life Sciences,Hourly:30-44,EnvSatisf:Low,Male,JobSatisf:Medium,OverTime:No,Hike:11-18(%),WLBalance:Best,Monthly:8000-20000,Training:2-4,Companies:0-3,Single,Performance:Excellent,TotWork:1-5,AtCompany:0-2,CurrRole:0-6
Age:32-39,Attr:No,Travel_rarely,Research & Development,4-10 miles,Master,Life Sciences,Hourly:30-44,EnvSatisf:High,Male,JobSatisf:Low,OverTime:Yes,Hike:11-18(%),WLBalance:Better,Monthly:8000-20000,Training:4-6,Companies:6-9,Single,Performance:Excellent,TotWork:15-40,AtCompany:6-29,CurrRole:0-6
Age:39-60,Attr:No,Travel_rarely,Research & Development,0-4 miles,College,Life Sciences,Hourly:58-72,EnvSatisf:High,Male,JobSatisf:Low,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:8000-20000,Training:2-4,Companies:0-3,Married,Performance:Excellent,TotWork:5-15,AtCompany:6-29,CurrRole:6-12
Age:32-39,Attr:No,Non_travel,Sales,0-4 miles,Below College,Medical,Hourly:86-100,EnvSatisf:Medium,Male,JobSatisf:High,OverTime:No,Hike:18-25(%),WLBalance:Better,Monthly:3000-5000,Training:0-2,Companies:0-3,Single,Performance:Outstanding,TotWork:1-5,AtCompany:2-6,CurrRole:0-6
Age:32-39,Attr:No,Travel_rarely,Research & Development,0-4 miles,Master,Life Sciences,Hourly:72-86,EnvSatisf:High,Male,JobSatisf:Medium,OverTime:No,Hike:18-25(%),WLBalance:Good,Monthly:1000-3000,Training:2-4,Companies:0-3,Married,Performance:Excellent,TotWork:15-40,AtCompany:0-2,CurrRole:0-6
Age:39-60,Attr:Yes,Travel_rarely,Research & Development,10-30 miles,Bachelor,Medical,Hourly:72-86,EnvSatisf:Low,Male,JobSatisf:Very High,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:8000-20000,Training:2-4,Companies:0-3,Married,Performance:Excellent,TotWork:5-15,AtCompany:0-2,CurrRole:6-12
Age:18-32,Attr:Yes,Travel_rarely,Sales,10-30 miles,Bachelor,Other,Hourly:30-44,EnvSatisf:Very High,Male,JobSatisf:Medium,OverTime:Yes,Hike:11-18(%),WLBalance:Best,Monthly:3000-5000,Training:4-6,Companies:0-3,Single,Performance:Excellent,TotWork:1-5,AtCompany:0-2,CurrRole:0-6
Age:32-39,Attr:No,Travel_rarely,Sales,0-4 miles,Doctor,Life Sciences,Hourly:86-100,EnvSatisf:Medium,Male,JobSatisf:Low,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:1000-3000,Training:2-4,Companies:6-9,Married,Performance:Excellent,TotWork:15-40,AtCompany:2-6,CurrRole:12-18
Age:39-60,Attr:No,Travel_rarely,Research & Development,4-10 miles,Bachelor,Life Sciences,Hourly:72-86,EnvSatisf:Low,Male,JobSatisf:Medium,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:8000-20000,Training:0-2,Companies:0-3,Single,Performance:Excellent,TotWork:5-15,AtCompany:6-29,CurrRole:0-6
Age:18-32,Attr:Yes,Travel_rarely,Research & Development,0-4 miles,Bachelor,Medical,Hourly:58-72,EnvSatisf:Medium,Male,JobSatisf:Very High,OverTime:Yes,Hike:11-18(%),WLBalance:Good,Monthly:1000-3000,Training:0-2,Companies:0-3,Married,Performance:Excellent,TotWork:5-15,AtCompany:2-6,CurrRole:0-6
Age:18-32,Attr:No,Travel_frequently,Sales,0-4 miles,Bachelor,Medical,Hourly:44-58,EnvSatisf:High,Male,JobSatisf:Low,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:1000-3000,Training:4-6,Companies:0-3,Single,Performance:Excellent,TotWork:5-15,AtCompany:6-29,CurrRole:6-12
Age:39-60,Attr:No,Travel_rarely,Research & Development,0-4 miles,Bachelor,Medical,Hourly:44-58,EnvSatisf:High,Male,JobSatisf:Very High,OverTime:Yes,Hike:18-25(%),WLBalance:Good,Monthly:3000-5000,Training:2-4,Companies:3-6,Single,Performance:Excellent,TotWork:5-15,AtCompany:6-29,CurrRole:0-6
Age:32-39,Attr:No,Non_travel,Research & Development,4-10 miles,College,Life Sciences,Hourly:72-86,EnvSatisf:Medium,Male,JobSatisf:Low,OverTime:Yes,Hike:11-18(%),WLBalance:Good,Monthly:8000-20000,Training:2-4,Companies:0-3,Married,Performance:Excellent,TotWork:5-15,AtCompany:2-6,CurrRole:6-12
Age:39-60,Attr:No,Travel_rarely,Sales,4-10 miles,Bachelor,Life Sciences,Hourly:44-58,EnvSatisf:High,Male,JobSatisf:Low,OverTime:No,Hike:11-18(%),WLBalance:Better,Monthly:8000-20000,Training:0-2,Companies:0-3,Single,Performance:Excellent,TotWork:1-5,AtCompany:2-6,CurrRole:0-6
Age:32-39,Attr:Yes,Travel_rarely,Research & Development,0-4 miles,Master,Life Sciences,Hourly:72-86,EnvSatisf:Low,Male,JobSatisf:High,OverTime:No,Hike:11-18(%),WLBalance:Bad,Monthly:3000-5000,Training:2-4,Companies:0-3,Single,Performance:Excellent,TotWork:1-5,AtCompany:2-6,CurrRole:0-6
