Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,HourlyRate,EnvironmentSatisfaction,Gender,JobSatisfaction,OverTime,PercentSalaryHike,WorkLifeBalance,MonthlyIncome,TrainingTimesLastYear,NumCompaniesWorked,MaritalStatus,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole
37.115262321144684,No,2,Research & Development,5,3,Technical Degree,37,3,1,2,Yes,13,3,9610.0,2.0,2,0,3.0,24,4.0,0
36.0,Yes,2,Research & Development,11,2,Medical,61,1,1,2,No,15,1,4678.0,3.0,5,1,3.0,15,6.0,0
37.0,No,2,Research & Development,3,3,Technical Degree,30,3,1,2,No,12,3,10609.0,2.0,4,2,3.0,10,10.0,0
50.0,No,0,Research & Development,10,3,Life Sciences,90,4,1,1,Yes,13,3,17924.0,3.0,7,1,3.0,15,15.0,8
34.0,No,1,Research & Development,2,1,Medical,40,3,1,1,No,15,4,9547.0,2.0,7,2,3.0,31,10.0,7
37.115262321144684,No,2,Research & Development,29,2,Life Sciences,92,1,1,3,No,11,3,4865.5,3.0,2,0,3.0,19,2.0,4
55.0,No,0,Sales,2,4,Life Sciences,70,3,1,4,Yes,21,2,4865.5,3.0,3,2,3.0,7,7.0,2
45.0,Yes,2,Research & Development,23,3,Medical,93,3,1,1,No,13,3,16704.0,2.0,0,2,3.0,6,6.0,2
35.0,No,2,Research & Development,7,2,Medical,31,2,1,1,No,12,1,1951.0,3.0,1,1,3.0,13,1.0,10
40.0,No,2,Sales,17,2,Marketing,33,3,1,2,No,16,1,2018.0,3.0,2,1,3.0,12,5.0,2
37.115262321144684,No,2,Research & Development,10,3,Life Sciences,91,4,1,1,No,13,2,2235.0,3.0,4,0,3.0,21,5.0,6
47.0,No,1,Research & Development,3,2,Life Sciences,39,3,1,4,No,15,3,12936.0,3.0,3,2,3.0,10,5.0,7
29.0,No,2,Research & Development,10,1,Medical,66,3,1,3,No,17,2,2804.0,3.0,0,1,3.0,3,1.0,1
37.115262321144684,No,2,Research & Development,1,3,Medical,79,2,1,1,No,13,2,5914.0,3.0,4,1,3.0,5,5.0,2
24.0,No,2,Sales,5,4,Life Sciences,48,4,1,1,Yes,21,3,3597.0,2.0,5,1,3.0,20,4.0,13
39.0,No,0,Human Resources,4,3,Human Resources,60,3,1,2,No,19,3,6472.0,2.0,6,1,3.0,10,9.0,2
24.0,No,2,Research & Development,11,2,Medical,80,3,1,1,Yes,12,2,2725.0,3.0,1,1,3.0,6,6.0,5
43.0,No,2,Research & Development,25,2,Life Sciences,81,1,1,2,No,17,3,4865.5,3.0,3,1,3.0,19,5.0,8
45.0,No,1,Research & Development,15,2,Life Sciences,49,4,1,3,Yes,12,3,5210.0,3.0,0,2,3.0,10,10.0,5
58.0,No,2,Research & Development,11,3,Life Sciences,95,2,1,2,No,13,3,4865.5,2.0,1,2,3.0,6,6.0,5
37.0,No,2,Research & Development,2,2,Medical,75,3,1,2,No,14,2,6502.0,3.0,4,1,3.0,9,5.0,1
24.0,No,2,Research & Development,6,2,Medical,84,2,1,2,No,20,3,4617.0,2.0,6,0,3.0,7,5.0,2
38.0,Yes,1,Sales,26,4,Marketing,52,3,1,1,No,15,2,4865.5,2.0,5,2,3.0,9,6.0,3
31.0,Yes,0,Research & Development,3,3,Life Sciences,89,1,1,1,No,12,4,9936.0,2.0,4,1,3.0,10,9.0,2
55.0,No,1,Research & Development,5,2,Life Sciences,53,4,1,4,Yes,14,2,10976.0,4.0,0,2,3.0,6,3.0,4
44.0,No,2,Sales,2,2,Marketing,46,4,1,2,No,12,3,2559.0,0.0,7,0,3.0,8,8.0,4
60.0,Yes,2,Research & Development,2,2,Other,92,4,1,3,Yes,15,3,4865.5,2.0,6,2,4.0,7,1.0,0
53.0,No,2,Research & Development,24,3,Medical,96,3,1,1,No,19,3,17584.0,3.0,1,2,3.0,10,5.0,9
27.0,No,0,Research & Development,1,2,Life Sciences,98,4,1,1,No,12,3,4621.0,4.0,1,1,3.0,4,3.0,2
37.0,No,2,Sales,2,3,Life Sciences,74,4,1,3,Yes,11,3,3564.0,3.0,1,2,3.0,5,5.0,4
31.0,No,2,Sales,2,4,Life Sciences,79,3,1,3,No,14,3,4197.0,2.0,0,1,3.0,21,10.0,15
37.0,No,1,Research & Development,1,2,Life Sciences,93,2,1,3,No,24,2,10048.0,5.0,0,1,3.0,13,1.0,9
45.0,No,0,Research & Development,9,4,Life Sciences,42,3,1,2,Yes,16,3,4865.5,1.0,0,2,4.0,3,3.0,2
30.0,No,2,Research & Development,4,2,Technical Degree,58,3,1,4,No,11,3,4152.0,3.0,1,1,3.0,22,11.0,17
28.0,No,2,Research & Development,23,3,Life Sciences,96,1,1,3,No,25,2,2713.0,2.0,1,0,3.0,10,5.0,7
35.0,No,2,Research & Development,7,4,Medical,78,2,1,2,Yes,16,3,4865.5,2.0,6,1,3.0,18,9.0,0
35.0,No,2,Research & Development,28,3,Life Sciences,32,4,1,1,No,13,4,4865.5,5.0,3,1,3.0,24,5.0,6
49.0,Yes,2,Sales,3,2,Marketing,86,1,1,3,Yes,14,3,4865.5,2.0,1,1,3.0,3,3.0,2
29.0,No,2,Sales,29,2,Medical,45,1,1,3,No,12,3,6644.0,2.0,5,0,3.0,8,0.0,0
37.115262321144684,No,2,Sales,10,4,Marketing,67,1,1,2,No,12,2,2983.0,3.0,2,0,3.0,11,3.0,0
34.0,Yes,2,Research & Development,8,1,Medical,79,3,1,1,Yes,17,3,2768.0,3.0,1,1,3.0,1,1.0,0
41.0,No,2,Sales,9,2,Medical,39,1,1,4,No,24,2,19189.0,3.0,1,2,3.0,3,3.0,2
38.0,No,1,Research & Development,8,1,Life Sciences,36,4,1,4,No,19,3,5321.0,1.0,1,1,3.0,1,1.0,0
60.0,No,2,Research & Development,2,3,Technical Degree,78,4,1,1,No,14,3,5405.0,1.0,1,2,3.0,4,2.0,2
45.0,Yes,2,Human Resources,20,2,Medical,69,4,1,2,Yes,11,3,10851.0,2.0,0,1,3.0,6,6.0,1
28.0,No,2,Human Resources,10,4,Human Resources,71,3,1,3,No,11,3,4908.0,3.0,3,1,3.0,10,4.0,3
34.0,No,2,Sales,1,4,Marketing,75,2,1,4,No,11,2,2691.0,4.0,0,0,3.0,16,10.0,1
41.0,No,2,Research & Development,1,4,Life Sciences,45,2,1,4,No,17,2,2289.0,2.0,9,1,4.0,9,5.0,2
39.0,No,1,Research & Development,1,4,Medical,44,2,1,3,No,12,3,12169.0,3.0,4,2,3.0,12,12.0,2
38.0,No,1,Research & Development,8,2,Life Sciences,66,4,1,4,No,21,3,4735.0,3.0,1,2,3.0,5,5.0,3
36.0,No,2,Sales,18,1,Life Sciences,93,1,1,3,No,11,2,2342.0,3.0,2,1,4.0,6,5.0,2
37.0,Yes,2,Research & Development,2,4,Life Sciences,31,4,1,2,Yes,12,3,4197.0,2.0,7,2,3.0,40,1.0,15
25.0,No,0,Sales,9,4,Medical,69,1,1,2,No,13,3,4000.0,2.0,1,0,3.0,9,6.0,5
47.0,Yes,2,Research & Development,9,3,Medical,89,2,1,1,Yes,11,2,4865.5,3.0,2,2,4.0,4,4.0,0
21.0,No,2,Sales,2,3,Marketing,75,4,1,3,Yes,11,2,1232.0,6.0,4,1,3.0,17,0.0,0
30.0,Yes,2,Sales,4,4,Medical,32,4,1,4,No,11,2,9250.0,3.0,1,1,3.0,14,4.0,8
32.0,No,0,Sales,2,4,Life Sciences,65,4,1,4,Yes,18,2,4087.0,3.0,1,2,3.0,3,3.0,2
45.0,Yes,2,Sales,9,4,Marketing,77,1,1,1,Yes,17,3,4865.5,3.0,0,2,3.0,6,6.0,2
37.115262321144684,No,2,Human Resources,8,2,Other,89,3,1,2,No,13,2,4950.0,4.0,2,0,3.0,19,4.0,0
39.0,No,0,Research & Development,8,5,Life Sciences,93,1,1,2,No,11,4,10920.0,2.0,3,2,4.0,9,6.0,2
30.0,Yes,0,Sales,4,4,Marketing,48,4,1,4,Yes,12,3,8474.0,2.0,1,2,4.0,8,8.0,7
46.0,No,1,Research & Development,13,4,Medical,94,3,1,2,Yes,13,3,10673.0,5.0,6,0,3.0,21,5.0,9
53.0,No,2,Research & Development,2,3,Life Sciences,89,3,1,4,No,15,2,2450.0,4.0,7,2,3.0,6,2.0,2
45.0,No,2,Research & Development,6,2,Other,40,4,1,3,No,11,3,2348.0,2.0,1,1,3.0,5,5.0,4
31.0,Yes,2,Research & Development,1,3,Technical Degree,85,3,1,3,No,14,2,5582.0,2.0,0,2,4.0,7,7.0,2
47.0,No,0,Research & Development,1,2,Life Sciences,98,1,1,4,Yes,12,3,5467.0,4.0,1,2,3.0,15,8.0,14
37.115262321144684,Yes,2,Sales,4,3,Marketing,56,1,1,2,No,18,3,4865.5,2.0,1,2,3.0,8,8.0,7
38.0,No,1,Research & Development,2,3,Life Sciences,52,4,1,4,Yes,12,3,2610.0,2.0,1,1,3.0,2,2.0,2
28.0,No,2,Research & Development,3,4,Medical,45,3,1,3,Yes,16,2,2028.0,3.0,3,1,3.0,21,4.0,3
30.0,No,1,Sales,3,2,Medical,62,2,1,3,No,14,2,4865.5,2.0,1,1,3.0,6,1.0,0
36.0,No,2,Research & Development,7,1,Medical,64,4,1,4,No,11,3,3886.0,2.0,1,1,4.0,2,2.0,2
42.0,No,0,Research & Development,3,3,Technical Degree,46,3,1,2,No,12,2,17861.0,3.0,1,1,3.0,12,12.0,10
32.0,No,2,Research & Development,6,3,Life Sciences,97,1,1,3,No,13,3,4865.5,2.0,2,2,4.0,19,1.0,2
43.0,No,2,Research & Development,18,5,Life Sciences,48,2,1,1,No,11,3,17159.0,3.0,1,1,4.0,16,4.0,15
59.0,No,2,Research & Development,22,3,Life Sciences,71,2,1,2,No,18,2,11904.0,1.0,7,0,3.0,10,6.0,7
45.0,Yes,2,Research & Development,9,4,Life Sciences,86,4,1,1,No,14,1,4805.0,3.0,3,2,3.0,15,8.0,4
36.0,Yes,2,Sales,11,3,Marketing,43,3,1,4,No,18,4,8847.0,2.0,1,1,3.0,9,3.0,8
28.0,No,2,Sales,1,5,Marketing,75,2,1,1,Yes,21,2,3485.0,3.0,5,0,3.0,9,0.0,3
46.0,No,2,Research & Development,2,4,Technical Degree,41,2,1,2,No,11,2,9396.0,3.0,1,1,3.0,6,4.0,3
40.0,No,2,Research & Development,1,2,Medical,59,2,1,3,No,12,2,9705.0,2.0,1,0,3.0,1,1.0,1
37.115262321144684,No,2,Research & Development,19,2,Life Sciences,36,3,1,1,No,16,2,3875.0,2.0,2,0,3.0,17,2.0,0
29.0,No,1,Research & Development,9,3,Life Sciences,66,4,1,3,Yes,20,3,4865.5,0.0,1,1,3.0,17,6.0,14
47.0,Yes,0,Sales,25,4,Marketing,57,4,1,2,Yes,12,3,11849.0,2.0,2,2,3.0,9,9.0,4
41.0,No,0,Research & Development,25,4,Medical,57,3,1,3,Yes,11,2,6230.0,3.0,1,0,3.0,16,14.0,10
34.0,No,2,Research & Development,8,5,Life Sciences,87,1,1,3,No,19,3,9725.0,2.0,1,1,3.0,3,3.0,2
35.0,Yes,1,Research & Development,2,3,Medical,81,3,1,2,No,11,3,8789.0,3.0,4,1,3.0,7,7.0,2
45.0,No,2,Research & Development,7,3,Medical,55,4,1,1,No,19,1,9724.0,2.0,8,2,3.0,9,1.0,6
37.115262321144684,No,2,Sales,21,4,Life Sciences,74,4,1,4,No,12,3,4865.5,3.0,1,2,4.0,10,2.0,7
37.115262321144684,Yes,2,Sales,9,2,Medical,64,3,1,4,No,16,3,2501.0,4.0,1,2,3.0,9,5.0,8
37.115262321144684,No,2,Research & Development,20,3,Medical,95,2,1,1,Yes,18,3,3230.0,4.0,2,0,3.0,24,5.0,7
35.0,No,0,Sales,1,1,Medical,42,2,1,4,No,14,3,4865.5,3.0,1,1,3.0,11,1.0,10
33.0,No,2,Sales,28,2,Marketing,66,1,1,2,No,20,4,2277.0,4.0,1,1,3.0,6,4.0,3
31.0,No,2,Sales,26,3,Life Sciences,48,3,1,1,No,11,3,5915.0,3.0,1,1,4.0,5,5.0,3
30.0,No,2,Research & Development,8,1,Life Sciences,48,3,1,3,No,11,3,3491.0,3.0,1,1,3.0,8,8.0,3
33.0,No,2,Sales,1,3,Marketing,85,2,1,3,No,11,3,13610.0,2.0,9,1,3.0,15,7.0,9
40.0,No,0,Research & Development,22,4,Other,86,3,1,4,Yes,15,3,10932.0,2.0,1,1,3.0,16,1.0,10
33.0,No,2,Sales,16,4,Marketing,66,4,1,3,No,19,3,3143.0,1.0,4,0,3.0,9,9.0,0
33.0,No,1,Research & Development,4,3,Life Sciences,98,3,1,3,No,12,3,4373.0,2.0,1,1,3.0,14,4.0,13
34.0,No,2,Sales,7,2,Marketing,78,1,1,4,Yes,18,3,2932.0,3.0,7,1,3.0,35,5.0,2
40.0,No,2,Human Resources,1,5,Human Resources,37,1,1,4,Yes,11,3,16823.0,3.0,4,1,3.0,14,5.0,7
40.0,Yes,1,Research & Development,10,1,Medical,38,1,1,4,No,13,3,13503.0,3.0,7,0,4.0,8,8.0,3
45.0,Yes,1,Sales,13,4,Marketing,85,1,1,3,Yes,17,2,4865.5,3.0,6,2,3.0,24,4.0,7
43.0,No,1,Research & Development,9,4,Life Sciences,96,4,1,4,No,23,3,2437.0,4.0,3,1,3.0,10,1.0,2
38.0,No,2,Sales,29,4,Life Sciences,61,3,1,1,No,19,3,10609.0,6.0,8,0,3.0,8,8.0,3
23.0,No,2,Sales,18,5,Life Sciences,83,1,1,2,No,23,3,1223.0,2.0,3,2,4.0,37,1.0,9
44.0,No,2,Research & Development,5,2,Life Sciences,85,2,1,1,No,12,3,4865.5,4.0,1,0,3.0,6,3.0,3
34.0,No,2,Research & Development,19,2,Medical,99,3,1,4,Yes,15,4,4865.5,2.0,8,1,3.0,15,13.0,2
37.115262321144684,No,2,Sales,5,2,Life Sciences,48,2,1,2,No,14,3,3904.0,2.0,1,1,3.0,10,5.0,8
31.0,No,2,Sales,6,2,Marketing,34,2,1,3,Yes,20,1,4865.5,2.0,2,1,3.0,13,1.0,7
40.0,Yes,2,Research & Development,10,1,Medical,32,4,1,3,Yes,11,3,4865.5,3.0,1,2,3.0,1,1.0,0
29.0,No,2,Research & Development,1,3,Other,70,3,1,4,No,11,3,3983.0,3.0,0,1,3.0,25,3.0,0
40.0,No,2,Sales,13,2,Life Sciences,78,4,1,2,No,13,3,2809.0,2.0,1,1,3.0,1,1.0,0
27.0,No,2,Research & Development,8,1,Life Sciences,61,3,1,2,No,23,3,4865.5,3.0,1,1,3.0,10,5.0,7
42.0,Yes,2,Research & Development,25,3,Life Sciences,48,1,1,3,No,12,2,4907.0,3.0,1,2,4.0,1,1.0,0
34.0,No,2,Research & Development,1,3,Technical Degree,36,3,1,1,No,16,3,9713.0,3.0,2,1,3.0,7,5.0,2
49.0,No,2,Research & Development,19,3,Technical Degree,34,4,1,4,No,12,4,19502.0,5.0,4,0,3.0,8,8.0,2
39.0,No,2,Research & Development,1,3,Life Sciences,33,4,1,4,No,13,2,19431.0,3.0,4,1,3.0,12,6.0,2
38.0,No,2,Sales,1,3,Marketing,32,1,1,4,No,21,2,4865.5,3.0,1,2,3.0,14,7.0,8
37.115262321144684,No,2,Research & Development,3,3,Life Sciences,53,3,1,4,No,15,1,3420.0,2.0,4,1,3.0,9,6.0,3
34.0,No,2,Research & Development,2,1,Technical Degree,100,3,1,4,No,14,3,7083.0,3.0,0,1,3.0,3,3.0,1
56.0,No,2,Research & Development,7,4,Life Sciences,48,4,1,4,No,22,2,7260.0,3.0,3,0,3.0,10,6.0,7
37.115262321144684,No,2,Research & Development,14,3,Life Sciences,42,1,1,1,Yes,14,2,6582.0,2.0,1,1,3.0,9,6.0,7
42.0,No,2,Research & Development,2,2,Medical,90,2,1,4,No,14,3,5155.0,3.0,2,0,3.0,15,6.0,7
41.0,No,2,Research & Development,21,4,Life Sciences,51,2,1,1,No,11,3,6870.0,3.0,1,0,3.0,10,3.0,9
32.0,No,1,Sales,11,4,Marketing,80,4,1,4,No,12,4,4648.0,2.0,3,2,3.0,8,0.0,1
50.0,No,2,Research & Development,10,4,Life Sciences,33,3,1,4,No,19,3,2380.0,5.0,0,2,3.0,9,1.0,7
48.0,No,2,Research & Development,1,3,Other,35,3,1,2,No,15,3,4865.5,3.0,0,1,3.0,10,2.0,7
23.0,No,2,Research & Development,11,2,Other,96,1,1,3,No,18,2,2322.0,3.0,0,0,3.0,5,0.0,2
39.0,Yes,1,Research & Development,3,3,Life Sciences,33,4,1,3,No,12,1,19272.0,3.0,1,2,3.0,7,7.0,2
20.0,No,2,Research & Development,12,4,Life Sciences,76,3,1,3,Yes,12,3,3033.0,2.0,9,1,3.0,7,2.0,2
37.115262321144684,No,2,Sales,4,3,Medical,43,2,1,3,No,15,4,4865.5,2.0,1,1,3.0,5,2.0,4
35.0,No,2,Human Resources,11,3,Life Sciences,56,3,1,2,No,11,4,5098.0,5.0,4,1,3.0,14,10.0,9
42.0,Yes,2,Sales,5,3,Marketing,46,3,1,3,Yes,11,3,13348.0,3.0,1,2,3.0,6,5.0,4
46.0,No,2,Research & Development,1,1,Life Sciences,65,4,1,4,No,16,3,16606.0,2.0,1,1,3.0,21,13.0,6
42.0,No,2,Research & Development,1,3,Life Sciences,72,1,1,3,No,14,1,4272.0,3.0,1,0,3.0,1,1.0,0
37.0,No,2,Research & Development,2,3,Medical,84,4,1,2,No,18,3,4865.5,2.0,5,0,3.0,13,10.0,1
32.0,Yes,2,Research & Development,1,2,Medical,99,3,1,2,Yes,12,2,9204.0,3.0,1,0,3.0,6,4.0,3
49.0,No,2,Research & Development,15,2,Life Sciences,52,4,1,2,No,11,3,4865.5,2.0,5,1,4.0,25,5.0,2
18.0,No,0,Research & Development,25,3,Life Sciences,57,2,1,4,Yes,12,3,4865.5,2.0,1,2,3.0,1,1.0,0
35.0,No,2,Research & Development,1,4,Life Sciences,95,2,1,1,No,16,3,4865.5,2.0,3,0,3.0,8,5.0,2
38.0,No,2,Sales,19,2,Medical,32,1,1,2,Yes,13,3,2899.0,3.0,1,2,3.0,10,2.0,0
37.115262321144684,Yes,2,Research & Development,25,5,Technical Degree,71,3,1,2,No,16,4,4865.5,3.0,5,1,3.0,6,6.0,2
37.115262321144684,Yes,1,Research & Development,9,4,Life Sciences,93,4,1,1,No,17,2,5689.0,2.0,4,1,3.0,11,10.0,1
34.0,Yes,2,Research & Development,24,3,Technical Degree,66,3,1,4,Yes,18,1,5429.0,1.0,1,2,3.0,1,1.0,0
37.115262321144684,No,2,Sales,8,3,Life Sciences,57,4,1,2,No,22,3,8321.0,1.0,0,1,3.0,4,4.0,2
37.115262321144684,Yes,2,Sales,24,4,Medical,40,1,1,2,Yes,23,4,6833.0,3.0,0,2,3.0,16,6.0,9
25.0,No,2,Sales,8,2,Marketing,78,3,1,4,Yes,11,2,5744.0,1.0,4,1,3.0,16,6.0,2
28.0,No,1,Research & Development,24,2,Technical Degree,62,1,1,4,No,17,3,4865.5,3.0,1,0,3.0,9,3.0,8
40.0,No,2,Sales,5,2,Marketing,90,4,1,3,No,13,4,2345.0,3.0,6,1,3.0,21,3.0,0
29.0,No,2,Research & Development,20,3,Life Sciences,89,2,1,3,No,11,3,4865.5,2.0,1,0,3.0,10,3.0,8
30.0,No,2,Sales,1,1,Life Sciences,57,1,1,3,No,11,2,2206.0,5.0,7,2,3.0,20,10.0,3
39.0,No,2,Research & Development,19,4,Medical,41,4,1,4,No,18,3,9991.0,5.0,0,1,3.0,5,5.0,3
44.0,No,2,Research & Development,20,4,Life Sciences,31,4,1,3,No,12,2,2436.0,2.0,3,2,3.0,20,4.0,3
43.0,No,0,Research & Development,23,3,Life Sciences,44,4,1,3,No,21,3,2438.0,2.0,0,2,3.0,10,3.0,7
29.0,No,2,Research & Development,6,2,Medical,40,2,1,3,No,14,2,4723.0,3.0,0,2,3.0,8,8.0,0
58.0,No,1,Sales,20,3,Life Sciences,83,3,1,4,No,18,3,2380.0,3.0,2,0,3.0,7,5.0,1
37.115262321144684,Yes,2,Sales,1,1,Technical Degree,99,1,1,2,Yes,11,3,10855.0,2.0,1,2,3.0,3,3.0,2
30.0,No,2,Sales,12,3,Marketing,77,3,1,4,No,11,3,5294.0,3.0,4,2,3.0,16,7.0,2
35.0,No,2,Research & Development,9,4,Life Sciences,97,3,1,2,No,19,3,10221.0,3.0,9,2,4.0,10,8.0,1
32.0,No,2,Sales,24,3,Medical,38,4,1,4,No,13,3,4865.5,5.0,0,1,3.0,3,3.0,2
37.115262321144684,Yes,2,Research & Development,1,3,Medical,45,1,1,2,No,15,3,2936.0,4.0,1,0,3.0,1,1.0,0
43.0,No,2,Research & Development,1,3,Technical Degree,84,4,1,1,No,11,2,7510.0,1.0,2,2,3.0,5,5.0,2
50.0,No,2,Research & Development,2,1,Life Sciences,65,4,1,2,No,18,3,10496.0,3.0,3,1,3.0,23,4.0,2
38.0,No,1,Research & Development,3,4,Medical,73,2,1,3,No,12,3,2821.0,2.0,9,0,3.0,9,2.0,2
34.0,Yes,1,Research & Development,2,3,Life Sciences,57,1,1,1,Yes,14,3,5343.0,3.0,6,1,4.0,6,6.0,2
35.0,No,2,Research & Development,10,2,Life Sciences,32,4,1,1,No,21,2,4581.0,2.0,1,0,4.0,9,9.0,7
27.0,No,2,Sales,16,4,Life Sciences,96,3,1,3,No,14,3,6142.0,0.0,8,0,4.0,18,6.0,7
20.0,No,2,Sales,10,3,Medical,46,3,1,4,No,13,3,1009.0,5.0,1,2,3.0,5,1.0,3
46.0,No,0,Research & Development,1,2,Life Sciences,47,4,1,3,No,22,3,7991.0,3.0,1,1,3.0,1,1.0,0
46.0,No,2,Research & Development,18,4,Medical,62,3,1,2,Yes,14,3,5562.0,3.0,3,1,3.0,17,10.0,7
56.0,No,2,Research & Development,27,3,Life Sciences,83,3,1,1,No,11,3,13402.0,0.0,8,1,3.0,18,18.0,7
35.0,No,2,Research & Development,9,3,Life Sciences,87,4,1,4,No,13,2,4865.5,2.0,2,2,4.0,21,10.0,0
27.0,No,0,Research & Development,2,4,Life Sciences,84,4,1,1,No,13,3,6349.0,0.0,6,1,3.0,13,5.0,9
43.0,No,2,Research & Development,2,4,Technical Degree,60,1,1,3,No,12,1,7847.0,3.0,9,1,3.0,16,10.0,3
40.0,No,2,Sales,9,3,Marketing,98,2,1,2,No,19,3,5473.0,5.0,0,1,3.0,3,3.0,2
35.0,No,2,Research & Development,3,3,Medical,81,3,1,1,Yes,20,2,3407.0,3.0,4,1,3.0,12,10.0,0
41.0,Yes,2,Sales,9,2,Life Sciences,68,1,1,1,No,12,3,4766.0,3.0,3,1,3.0,6,1.0,2
36.0,No,1,Human Resources,8,4,Life Sciences,99,4,1,2,No,14,3,5562.0,3.0,6,2,3.0,36,3.0,3
36.0,Yes,2,Sales,26,4,Life Sciences,100,1,1,1,No,14,3,2741.0,4.0,2,1,3.0,5,5.0,1
39.0,No,2,Research & Development,15,4,Other,65,3,1,1,No,12,2,13464.0,3.0,8,1,4.0,10,4.0,2
49.0,Yes,1,Research & Development,8,3,Life Sciences,34,1,1,2,No,12,4,19161.0,3.0,1,2,3.0,1,1.0,0
37.115262321144684,No,2,Research & Development,10,4,Life Sciences,35,3,1,1,Yes,11,3,10793.0,5.0,9,2,3.0,22,13.0,2
50.0,No,2,Research & Development,1,2,Life Sciences,68,3,1,1,No,11,3,19144.0,4.0,1,1,3.0,9,9.0,7
34.0,No,0,Sales,4,1,Medical,99,2,1,3,No,19,3,4568.0,2.0,3,2,4.0,5,5.0,0
37.115262321144684,No,2,Research & Development,1,4,Life Sciences,78,3,1,2,No,22,2,1081.0,3.0,1,1,3.0,22,1.0,3
55.0,Yes,2,Research & Development,15,3,Medical,73,1,1,4,No,11,3,10239.0,4.0,1,1,3.0,10,1.0,7
27.0,Yes,2,Sales,21,3,Other,37,4,1,2,Yes,13,4,4865.5,5.0,1,2,3.0,1,1.0,0
37.115262321144684,No,2,Sales,2,5,Life Sciences,91,2,1,1,No,16,3,2632.0,3.0,7,1,3.0,22,5.0,16
43.0,No,2,Research & Development,7,3,Life Sciences,77,1,1,2,No,11,3,19740.0,2.0,2,2,3.0,15,8.0,3
29.0,Yes,2,Research & Development,1,3,Medical,61,2,1,4,Yes,16,2,2362.0,2.0,2,1,3.0,6,6.0,0
29.0,No,1,Sales,1,3,Medical,52,3,1,1,No,12,3,2720.0,5.0,1,2,3.0,7,7.0,7
40.0,No,2,Research & Development,2,3,Medical,52,3,1,4,Yes,24,2,3319.0,3.0,5,2,3.0,12,9.0,0
35.0,No,0,Research & Development,8,2,Life Sciences,73,2,1,1,Yes,12,2,9884.0,3.0,0,1,3.0,9,4.0,7
54.0,No,2,Sales,7,3,Life Sciences,55,3,1,1,No,14,3,10725.0,1.0,0,2,3.0,5,5.0,2
39.0,Yes,2,Research & Development,2,4,Life Sciences,79,1,1,3,No,11,1,4553.0,4.0,2,2,3.0,5,5.0,0
39.0,No,2,Research & Development,9,4,Medical,35,4,1,2,Yes,14,3,6120.0,2.0,8,0,3.0,3,3.0,1
28.0,No,2,Research & Development,8,3,Life Sciences,66,2,1,4,No,13,2,1563.0,2.0,1,0,3.0,24,1.0,7
34.0,No,1,Research & Development,10,3,Medical,77,3,1,1,Yes,19,3,4865.5,3.0,6,2,3.0,9,7.0,2
45.0,No,2,Research & Development,1,2,Life Sciences,63,4,1,3,No,12,4,9380.0,4.0,0,2,3.0,4,3.0,2
24.0,Yes,1,Research & Development,2,5,Technical Degree,78,3,1,4,No,16,3,2145.0,2.0,0,1,3.0,34,5.0,7
41.0,Yes,1,Research & Development,14,1,Other,84,3,1,4,Yes,12,3,19419.0,2.0,0,2,3.0,9,9.0,7
28.0,No,2,Research & Development,4,4,Other,47,4,1,4,No,13,4,4382.0,3.0,1,1,3.0,2,2.0,2
29.0,No,0,Research & Development,14,2,Life Sciences,94,2,1,1,No,24,3,4649.0,3.0,6,1,3.0,22,4.0,1
27.0,No,2,Research & Development,8,1,Medical,37,4,1,2,Yes,15,3,2539.0,0.0,1,0,3.0,34,4.0,9
55.0,No,2,Research & Development,10,1,Life Sciences,82,4,1,1,Yes,13,2,5160.0,3.0,0,0,3.0,6,6.0,3
37.115262321144684,No,2,Research & Development,19,1,Medical,80,3,1,4,No,24,3,4865.5,3.0,1,1,4.0,2,2.0,2
30.0,Yes,2,Research & Development,19,3,Medical,57,3,1,3,Yes,12,3,4865.5,3.0,6,0,3.0,7,7.0,2
37.115262321144684,Yes,1,Research & Development,2,4,Medical,46,3,1,3,No,17,2,5968.0,3.0,6,2,4.0,5,5.0,2
24.0,No,0,Research & Development,16,2,Life Sciences,74,3,1,3,No,16,3,2694.0,4.0,9,0,3.0,6,1.0,2
28.0,No,2,Research & Development,2,3,Life Sciences,45,4,1,4,Yes,11,3,4936.0,6.0,5,2,3.0,6,5.0,2
42.0,No,2,Sales,12,3,Technical Degree,83,2,1,3,No,11,3,4841.0,3.0,0,2,3.0,6,1.0,4
31.0,Yes,1,Human Resources,17,4,Life Sciences,58,2,1,3,Yes,11,2,2791.0,4.0,0,0,3.0,8,2.0,7
57.0,Yes,2,Sales,1,4,Life Sciences,94,2,1,3,No,12,3,4900.0,2.0,7,0,4.0,12,12.0,3
34.0,No,2,Research & Development,19,4,Other,41,4,1,4,No,14,3,2308.0,4.0,8,0,4.0,7,7.0,2
37.115262321144684,No,2,Research & Development,9,3,Medical,60,1,1,4,No,13,3,4865.5,3.0,0,1,4.0,15,5.0,10
34.0,No,2,Research & Development,18,2,Life Sciences,60,3,1,4,No,11,3,5337.0,3.0,2,2,3.0,10,10.0,2
37.115262321144684,Yes,2,Sales,8,3,Technical Degree,38,4,1,1,No,17,2,3424.0,3.0,6,2,3.0,6,4.0,3
