Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,HourlyRate,EnvironmentSatisfaction,Gender,JobLevel,JobSatisfaction,OverTime,PercentSalaryHike,WorkLifeBalance,MonthlyIncome,TrainingTimesLastYear,NumCompaniesWorked,MaritalStatus,PerformanceRating,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,YearsInCurrentRole,YearsWithCurrManager,TWYears_zscore,YearsAtCompany_zscore,YearsInCurrentRole_zscore,YearsWithCurrManager_zscore,YearsSinceLastPromotion_zscore,Cluster
54.0,No,2,Sales,Near,3,Life Sciences,55,3,1,2,1,No,14,3,10725.0,1.0,0,2,3.0,5,5.0,1,2,3,-0.8214639956597276,-0.03096123402423368,-0.6249624735907111,-0.32390070288666994,-0.37295569472133927,2
39.0,Yes,2,Research & Development,Near,4,Life Sciences,79,1,1,1,3,No,11,1,4553.0,4.0,2,2,3.0,5,5.0,0,0,0,-0.8214639956597276,-0.03096123402423368,-1.1777483171607914,-1.1657732542732226,-0.682655386581575,0
39.0,No,2,Research & Development,Near,4,Medical,35,4,1,1,2,Yes,14,3,6120.0,2.0,8,0,3.0,3,3.0,0,1,0,-1.0795979542355498,-0.5442844208578362,-0.9013553953757513,-1.1657732542732226,-0.682655386581575,2
28.0,No,2,Research & Development,Near,3,Life Sciences,66,2,1,5,4,No,13,2,1563.0,2.0,1,0,3.0,24,1.0,14,7,9,1.6308086108105833,-1.0576076076914387,0.7570021353344899,1.3598443998864354,3.6531402994617244,0
34.0,No,1,Research & Development,Near,3,Medical,77,3,1,2,1,Yes,19,3,4865.5,3.0,6,2,3.0,9,7.0,1,2,4,-0.30519607850808317,0.4823619528093689,-0.6249624735907111,-0.04327651909115238,-0.37295569472133927,0
45.0,No,2,Research & Development,Near,2,Life Sciences,63,4,1,1,3,No,12,4,9380.0,4.0,0,2,3.0,4,3.0,1,2,2,-0.9505309749476386,-0.5442844208578362,-0.6249624735907111,-0.6045248866821875,-0.37295569472133927,2
24.0,Yes,1,Research & Development,Near,5,Technical Degree,78,3,1,3,4,No,16,3,2145.0,2.0,0,1,3.0,34,5.0,1,7,9,2.921478403689694,-0.03096123402423368,0.7570021353344899,1.3598443998864354,-0.37295569472133927,0
41.0,Yes,1,Research & Development,Far,1,Other,84,3,1,3,4,Yes,12,3,19419.0,2.0,0,2,3.0,9,9.0,7,7,7,-0.30519607850808317,0.9956851396429715,0.7570021353344899,0.7985960322954003,1.4852424564400748,1
28.0,No,2,Research & Development,Near,4,Other,47,4,1,1,4,No,13,4,4382.0,3.0,1,1,3.0,2,2.0,2,2,2,-1.208664933523461,-0.8009460142746375,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,0
29.0,No,0,Research & Development,Far,2,Life Sciences,94,2,1,4,1,No,24,3,4649.0,3.0,6,1,3.0,22,4.0,1,1,0,1.372674652234761,-0.28762282744103496,-0.9013553953757513,-1.1657732542732226,-0.37295569472133927,0
27.0,No,2,Research & Development,Near,1,Medical,37,4,1,4,2,Yes,15,3,2539.0,0.0,1,0,3.0,34,4.0,15,9,0,2.921478403689694,-0.28762282744103496,1.3097879789045703,-1.1657732542732226,3.96283999132196,0
55.0,No,2,Research & Development,Near,1,Life Sciences,82,4,1,1,1,Yes,13,2,5160.0,3.0,0,0,3.0,6,6.0,4,3,3,-0.6923970163718165,0.22570035939256758,-0.3485695518056709,-0.32390070288666994,0.5561433808593677,2
37.11526232114468,No,2,Research & Development,Far,1,Medical,80,3,1,1,4,No,24,3,4865.5,3.0,1,1,4.0,2,2.0,2,2,2,-1.208664933523461,-0.8009460142746375,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,0
30.0,Yes,2,Research & Development,Far,3,Medical,57,3,1,1,3,Yes,12,3,4865.5,3.0,6,0,3.0,7,7.0,2,2,2,-0.5633300370839054,0.4823619528093689,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,0
37.11526232114468,Yes,1,Research & Development,Near,4,Medical,46,3,1,1,3,No,17,2,5968.0,3.0,6,2,4.0,5,5.0,2,2,1,-0.8214639956597276,-0.03096123402423368,-0.6249624735907111,-0.8851490704777051,-0.06325600286110364,2
24.0,No,0,Research & Development,Far,2,Life Sciences,74,3,1,1,3,No,16,3,2694.0,4.0,9,0,3.0,6,1.0,0,2,0,-0.6923970163718165,-1.0576076076914387,-0.6249624735907111,-1.1657732542732226,-0.682655386581575,0
28.0,No,2,Research & Development,Near,3,Life Sciences,45,4,1,1,4,Yes,11,3,4936.0,6.0,5,2,3.0,6,5.0,1,2,2,-0.6923970163718165,-0.03096123402423368,-0.6249624735907111,-0.6045248866821875,-0.37295569472133927,0
42.0,No,2,Sales,Far,3,Technical Degree,83,2,1,2,3,No,11,3,4841.0,3.0,0,2,3.0,6,1.0,4,4,4,-0.6923970163718165,-1.0576076076914387,-0.0721766300206307,-0.04327651909115238,0.5561433808593677,2
31.0,Yes,1,Human Resources,Far,4,Life Sciences,58,2,1,1,3,Yes,11,2,2791.0,4.0,0,0,3.0,8,2.0,1,7,0,-0.4342630577959943,-0.8009460142746375,0.7570021353344899,-1.1657732542732226,-0.37295569472133927,0
57.0,Yes,2,Sales,Near,4,Life Sciences,94,2,1,2,3,No,12,3,4900.0,2.0,7,0,4.0,12,12.0,0,3,1,0.08200485935565012,1.7656699198933752,-0.3485695518056709,-0.8851490704777051,-0.682655386581575,2
34.0,No,2,Research & Development,Far,4,Other,41,4,1,2,4,No,14,3,2308.0,4.0,8,0,4.0,7,7.0,2,2,2,-0.5633300370839054,0.4823619528093689,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,0
37.11526232114468,No,2,Research & Development,Near,3,Medical,60,1,1,1,4,No,13,3,4865.5,3.0,0,1,4.0,15,5.0,4,10,10,0.4692057972193834,-0.03096123402423368,1.5861809006896104,1.640468583681953,0.5561433808593677,0
34.0,No,2,Research & Development,Far,2,Life Sciences,60,3,1,3,4,No,11,3,5337.0,3.0,2,2,3.0,10,10.0,2,2,2,-0.1761290992201721,1.2523467330597726,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,0
37.11526232114468,Yes,2,Sales,Near,3,Technical Degree,38,4,1,2,1,No,17,2,3424.0,3.0,6,2,3.0,6,4.0,1,3,2,-0.6923970163718165,-0.28762282744103496,-0.3485695518056709,-0.6045248866821875,-0.37295569472133927,0
41.0,No,2,Research & Development,Near,3,Medical,68,3,1,1,3,No,14,4,4865.5,3.0,2,0,3.0,8,8.0,1,1,2,-0.4342630577959943,0.7390235462261702,-0.9013553953757513,-0.6045248866821875,-0.37295569472133927,2
40.0,No,2,Research & Development,Near,2,Life Sciences,57,3,1,2,2,No,12,2,2387.0,3.0,1,1,4.0,9,4.0,0,7,8,-0.30519607850808317,-0.28762282744103496,0.7570021353344899,1.079220216090918,-0.682655386581575,0
26.0,No,0,Research & Development,Near,3,Life Sciences,41,3,1,1,3,No,18,3,2570.0,5.0,1,1,4.0,1,1.0,0,0,0,-1.337731912811372,-1.0576076076914387,-1.1777483171607914,-1.1657732542732226,-0.682655386581575,0
45.0,No,0,Research & Development,Very far,4,Technical Degree,88,4,1,2,4,No,11,4,4447.0,5.0,0,1,3.0,7,7.0,0,5,4,-0.5633300370839054,0.4823619528093689,0.2042162917644095,-0.04327651909115238,-0.682655386581575,2
37.11526232114468,No,2,Research & Development,Far,3,Life Sciences,91,4,1,3,2,No,19,1,2660.0,3.0,1,2,3.0,11,2.0,3,8,3,-0.04706211993226098,-0.8009460142746375,1.03339505711953,-0.32390070288666994,0.24644368899913202,0
18.0,No,0,Research & Development,Far,2,Life Sciences,50,1,1,1,3,No,16,2,1904.0,0.0,1,0,3.0,4,0.0,2,2,2,-0.9505309749476386,-1.31426920110824,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,0
37.11526232114468,Yes,2,Research & Development,Near,2,Life Sciences,95,1,1,1,1,No,17,1,4865.5,3.0,6,0,3.0,5,0.0,0,0,0,-0.8214639956597276,-1.31426920110824,-1.1777483171607914,-1.1657732542732226,-0.682655386581575,0
26.0,Yes,2,Sales,Near,1,Technical Degree,100,3,1,1,1,No,21,4,2061.0,5.0,0,2,4.0,1,1.0,0,0,0,-1.337731912811372,-1.0576076076914387,-1.1777483171607914,-1.1657732542732226,-0.682655386581575,0
26.0,Yes,2,Research & Development,Near,4,Life Sciences,96,3,1,1,3,Yes,11,3,2293.0,3.0,1,2,3.0,6,1.0,0,4,2,-0.6923970163718165,-1.0576076076914387,-0.0721766300206307,-0.6045248866821875,-0.682655386581575,0
37.11526232114468,No,1,Research & Development,Near,2,Medical,54,3,1,5,4,No,15,3,14411.0,2.0,1,1,3.0,21,5.0,13,9,3,1.24360767294685,-0.03096123402423368,1.3097879789045703,-0.32390070288666994,3.343440607601489,1
27.0,No,1,Research & Development,Far,2,Life Sciences,92,3,1,3,4,Yes,14,3,2580.0,3.0,0,0,3.0,12,4.0,2,10,9,0.08200485935565012,-0.28762282744103496,1.5861809006896104,1.3598443998864354,-0.06325600286110364,0
33.0,No,2,Sales,Near,3,Life Sciences,64,3,1,3,4,Yes,13,3,5487.0,2.0,2,1,3.0,9,9.0,1,3,0,-0.30519607850808317,0.9956851396429715,-0.3485695518056709,-1.1657732542732226,-0.37295569472133927,0
44.0,Yes,2,Research & Development,Near,3,Medical,41,1,1,1,1,No,22,4,4865.5,5.0,7,2,3.0,10,2.0,0,4,4,-0.1761290992201721,-0.8009460142746375,-0.0721766300206307,-0.04327651909115238,-0.682655386581575,2
26.0,Yes,2,Research & Development,Near,3,Medical,79,4,1,1,3,Yes,17,2,5828.0,0.0,0,1,3.0,2,2.0,0,0,0,-1.208664933523461,-0.8009460142746375,-1.1777483171607914,-1.1657732542732226,-0.682655386581575,0
50.0,No,2,Research & Development,Near,3,Technical Degree,91,4,1,1,1,No,13,3,3221.0,3.0,1,0,3.0,1,1.0,0,0,0,-1.337731912811372,-1.0576076076914387,-1.1777483171607914,-1.1657732542732226,-0.682655386581575,2
41.0,No,2,Sales,Near,3,Life Sciences,61,4,1,2,3,No,14,2,6032.0,3.0,1,1,3.0,4,4.0,0,3,2,-0.9505309749476386,-0.28762282744103496,-0.3485695518056709,-0.6045248866821875,-0.682655386581575,2
37.11526232114468,No,2,Research & Development,Near,3,Life Sciences,95,3,1,2,4,Yes,13,2,5021.0,2.0,2,1,4.0,17,4.0,1,3,3,0.7273397557952056,-0.28762282744103496,-0.3485695518056709,-0.32390070288666994,-0.37295569472133927,0
55.0,No,2,Sales,Very far,1,Technical Degree,49,3,1,1,3,No,11,3,4035.0,2.0,1,2,3.0,3,3.0,1,2,2,-1.0795979542355498,-0.5442844208578362,-0.6249624735907111,-0.6045248866821875,-0.37295569472133927,2
23.0,No,2,Sales,Near,4,Life Sciences,65,2,1,2,3,No,13,3,2500.0,2.0,1,1,3.0,15,4.0,4,10,12,0.4692057972193834,-0.28762282744103496,1.5861809006896104,2.201716951272988,0.5561433808593677,0
26.0,No,0,Research & Development,Near,3,Medical,64,3,1,4,3,No,16,3,4969.0,6.0,5,1,3.0,30,2.0,0,3,3,2.4052104865380497,-0.8009460142746375,-0.3485695518056709,-0.32390070288666994,-0.682655386581575,0
44.0,No,2,Research & Development,Near,3,Medical,31,2,1,5,4,Yes,14,2,5933.0,3.0,0,0,3.0,23,5.0,1,7,10,1.5017416315226721,-0.03096123402423368,0.7570021353344899,1.640468583681953,-0.37295569472133927,2
38.0,No,2,Research & Development,Very far,3,Medical,64,2,1,2,4,No,21,3,4855.0,2.0,0,1,3.0,10,5.0,7,0,8,-0.1761290992201721,-0.03096123402423368,-1.1777483171607914,1.079220216090918,1.4852424564400748,0
58.0,No,2,Sales,Far,1,Life Sciences,96,4,1,2,3,No,15,2,2372.0,3.0,8,1,3.0,4,2.0,2,1,2,-0.9505309749476386,-0.8009460142746375,-0.9013553953757513,-0.6045248866821875,-0.06325600286110364,2
29.0,No,2,Human Resources,Far,3,Human Resources,36,3,1,1,2,No,13,3,2642.0,6.0,4,1,3.0,8,1.0,0,2,4,-0.4342630577959943,-1.0576076076914387,-0.6249624735907111,-0.04327651909115238,-0.682655386581575,0
38.0,No,2,Sales,Very far,3,Other,58,3,1,3,1,No,15,3,4865.5,3.0,3,0,3.0,20,1.0,0,0,1,1.1145406936589388,-1.0576076076914387,-1.1777483171607914,-0.8851490704777051,-0.682655386581575,0
52.0,No,2,Sales,Near,3,Life Sciences,99,3,1,1,3,No,11,3,19999.0,5.0,1,2,3.0,1,1.0,0,0,0,-1.337731912811372,-1.0576076076914387,-1.1777483171607914,-1.1657732542732226,-0.682655386581575,1
42.0,No,1,Sales,Near,4,Life Sciences,51,3,1,2,4,No,15,2,10124.0,3.0,3,2,3.0,17,17.0,6,7,7,0.7273397557952056,3.0489778869773816,0.7570021353344899,0.7985960322954003,1.175542764579839,2
26.0,No,2,Research & Development,Far,2,Medical,79,3,1,4,4,Yes,14,3,2373.0,2.0,0,1,3.0,21,3.0,4,7,10,1.24360767294685,-0.5442844208578362,0.7570021353344899,1.640468583681953,0.5561433808593677,0
37.11526232114468,No,0,Sales,Near,4,Marketing,43,2,1,2,3,No,14,2,7779.0,0.0,1,2,4.0,10,10.0,0,4,9,-0.1761290992201721,1.2523467330597726,-0.0721766300206307,1.3598443998864354,-0.682655386581575,2
46.0,No,2,Research & Development,Very far,3,Life Sciences,44,4,1,2,2,No,13,3,10096.0,1.0,1,2,3.0,5,5.0,0,3,2,-0.8214639956597276,-0.03096123402423368,-0.3485695518056709,-0.6045248866821875,-0.682655386581575,2
29.0,No,2,Research & Development,Far,3,Life Sciences,77,4,1,1,1,No,19,2,4865.5,3.0,0,1,3.0,8,3.0,7,6,3,-0.4342630577959943,-0.5442844208578362,0.4806092135494497,-0.32390070288666994,1.4852424564400748,0
40.0,No,2,Research & Development,Near,1,Life Sciences,94,2,1,1,1,No,15,2,4865.5,2.0,1,1,3.0,4,4.0,1,3,1,-0.9505309749476386,-0.28762282744103496,-0.3485695518056709,-0.8851490704777051,-0.37295569472133927,2
32.0,No,2,Sales,Near,2,Medical,40,3,1,2,2,No,13,3,4883.0,3.0,1,2,3.0,19,10.0,11,2,9,0.9854737143710278,1.2523467330597726,-0.6249624735907111,1.3598443998864354,2.7240412238810174,0
35.0,No,2,Research & Development,Far,3,Other,77,3,1,1,2,No,20,3,4865.5,2.0,1,1,3.0,2,2.0,2,2,2,-1.208664933523461,-0.8009460142746375,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,0
42.0,No,2,Research & Development,Very far,3,Life Sciences,75,4,1,2,4,Yes,14,2,17665.0,3.0,3,0,3.0,12,12.0,3,2,3,0.08200485935565012,1.7656699198933752,-0.6249624735907111,-0.32390070288666994,0.24644368899913202,1
32.0,Yes,2,Research & Development,Near,2,Life Sciences,45,1,1,1,3,No,20,1,3730.0,3.0,1,2,3.0,2,2.0,2,2,2,-1.208664933523461,-0.8009460142746375,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,0
46.0,No,2,Sales,Near,5,Life Sciences,41,1,1,3,3,No,18,3,17465.0,3.0,0,2,3.0,9,5.0,0,7,7,-0.30519607850808317,-0.03096123402423368,0.7570021353344899,0.7985960322954003,-0.682655386581575,1
34.0,No,2,Research & Development,Near,3,Other,100,3,1,1,1,No,12,3,2972.0,4.0,0,2,3.0,8,1.0,0,7,7,-0.4342630577959943,-1.0576076076914387,0.7570021353344899,0.7985960322954003,-0.682655386581575,0
37.11526232114468,No,2,Research & Development,Far,4,Medical,61,3,1,5,2,No,11,3,18880.0,3.0,8,2,3.0,36,22.0,2,15,15,3.1796123622655164,4.332285854061388,2.9681455096148115,3.0435895026595405,-0.06325600286110364,1
37.11526232114468,Yes,0,Sales,Near,2,Technical Degree,50,2,1,2,3,Yes,14,3,18844.0,3.0,3,1,4.0,18,3.0,1,3,3,0.8564067350831167,-0.5442844208578362,-0.3485695518056709,-0.32390070288666994,-0.37295569472133927,1
43.0,No,1,Research & Development,Near,5,Medical,90,2,1,1,3,Yes,12,2,5679.0,3.0,2,1,3.0,7,7.0,0,2,3,-0.5633300370839054,0.4823619528093689,-0.6249624735907111,-0.32390070288666994,-0.682655386581575,2
38.0,No,2,Sales,Very far,3,Life Sciences,99,1,1,3,1,No,11,2,4771.0,0.0,7,2,3.0,28,5.0,7,16,9,2.1470765279622275,-0.03096123402423368,3.2445384313998518,1.3598443998864354,1.4852424564400748,0
27.0,No,2,Sales,Near,3,Medical,78,1,1,2,2,No,19,3,3058.0,3.0,2,1,3.0,10,5.0,0,0,0,-0.1761290992201721,-0.03096123402423368,-1.1777483171607914,-1.1657732542732226,-0.682655386581575,0
30.0,No,0,Research & Development,Near,3,Medical,37,2,1,2,2,No,11,3,4736.0,2.0,5,2,3.0,10,2.0,1,2,2,-0.1761290992201721,-0.8009460142746375,-0.6249624735907111,-0.6045248866821875,-0.37295569472133927,0
28.0,Yes,2,Sales,Very far,3,Technical Degree,45,3,1,1,1,No,17,3,4558.0,2.0,1,2,3.0,1,1.0,0,0,0,-1.337731912811372,-1.0576076076914387,-1.1777483171607914,-1.1657732542732226,-0.682655386581575,0
31.0,No,2,Sales,Near,3,Life Sciences,83,4,1,5,2,Yes,24,2,2329.0,2.0,4,0,3.0,31,7.0,11,10,10,2.534277465825961,0.4823619528093689,1.5861809006896104,1.640468583681953,2.7240412238810174,0
31.0,No,0,Research & Development,Near,4,Technical Degree,62,4,1,2,1,No,14,2,4345.0,2.0,4,1,3.0,9,5.0,1,5,2,-0.30519607850808317,-0.03096123402423368,0.2042162917644095,-0.6045248866821875,-0.37295569472133927,0
37.11526232114468,Yes,2,Research & Development,Far,3,Medical,98,4,1,1,1,Yes,15,3,6549.0,2.0,1,2,3.0,1,1.0,0,0,0,-1.337731912811372,-1.0576076076914387,-1.1777483171607914,-1.1657732542732226,-0.682655386581575,2
37.11526232114468,No,0,Research & Development,Near,4,Medical,96,3,1,1,3,No,14,3,3500.0,2.0,7,0,3.0,7,6.0,1,2,2,-0.5633300370839054,0.22570035939256758,-0.6249624735907111,-0.6045248866821875,-0.37295569472133927,0
22.0,No,0,Sales,Near,3,Life Sciences,30,4,1,2,2,No,17,3,2935.0,2.0,0,1,3.0,4,1.0,0,2,2,-0.9505309749476386,-1.0576076076914387,-0.6249624735907111,-0.6045248866821875,-0.682655386581575,0
45.0,No,2,Sales,Far,2,Medical,66,3,1,2,1,No,12,4,4865.5,2.0,1,2,3.0,10,5.0,9,8,6,-0.1761290992201721,-0.03096123402423368,1.03339505711953,0.5179718484998828,2.104641840160546,2
30.0,Yes,2,Research & Development,Near,4,Medical,84,1,1,1,4,Yes,13,2,2064.0,3.0,5,1,4.0,5,5.0,2,2,2,-0.8214639956597276,-0.03096123402423368,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,0
43.0,No,1,Sales,Near,4,Marketing,41,1,1,1,4,No,17,3,2258.0,3.0,4,0,4.0,13,3.0,5,8,8,0.21107183864356122,-0.5442844208578362,1.03339505711953,1.079220216090918,0.8658430727196034,0
35.0,Yes,2,Sales,Far,2,Marketing,36,3,1,1,2,Yes,18,3,9582.0,3.0,1,1,4.0,1,1.0,0,0,0,-1.337731912811372,-1.0576076076914387,-1.1777483171607914,-1.1657732542732226,-0.682655386581575,2
29.0,No,2,Research & Development,Near,1,Medical,69,1,1,1,3,No,20,3,5373.0,5.0,0,1,3.0,3,3.0,2,2,2,-1.0795979542355498,-0.5442844208578362,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,0
20.0,No,2,Research & Development,Near,3,Life Sciences,61,4,1,1,2,No,14,2,2044.0,3.0,0,0,3.0,8,2.0,1,5,1,-0.4342630577959943,-0.8009460142746375,0.2042162917644095,-0.8851490704777051,-0.37295569472133927,0
30.0,No,2,Sales,Very far,5,Marketing,60,3,1,5,4,No,21,3,3833.0,2.0,1,1,4.0,36,2.0,2,6,13,3.1796123622655164,-0.8009460142746375,0.4806092135494497,2.482341135068505,-0.06325600286110364,0
44.0,Yes,2,Sales,Near,3,Medical,89,2,1,1,4,No,13,2,10482.0,3.0,1,2,3.0,1,1.0,0,0,0,-1.337731912811372,-1.0576076076914387,-1.1777483171607914,-1.1657732542732226,-0.682655386581575,2
26.0,No,2,Research & Development,Very far,3,Technical Degree,78,4,1,3,2,No,16,3,4865.5,3.0,3,1,3.0,16,5.0,4,10,8,0.5982727765072945,-0.03096123402423368,1.5861809006896104,1.079220216090918,0.5561433808593677,0
53.0,No,2,Sales,Very far,3,Life Sciences,72,4,1,4,4,Yes,13,2,11836.0,3.0,4,1,3.0,29,2.0,0,0,0,2.2761435072501386,-0.8009460142746375,-1.1777483171607914,-1.1657732542732226,-0.682655386581575,1
23.0,No,2,Research & Development,Near,3,Other,31,2,1,3,3,No,24,3,3505.0,3.0,8,2,3.0,26,2.0,0,2,0,1.8889425693864055,-0.8009460142746375,-0.6249624735907111,-1.1657732542732226,-0.682655386581575,0
39.0,No,1,Research & Development,Near,1,Technical Degree,42,3,1,3,4,Yes,16,3,19197.0,3.0,1,0,3.0,9,9.0,0,8,8,-0.30519607850808317,0.9956851396429715,1.03339505711953,1.079220216090918,-0.682655386581575,1
44.0,No,0,Research & Development,Near,3,Technical Degree,90,4,1,2,2,No,15,2,2290.0,3.0,5,0,3.0,11,0.0,1,8,7,-0.04706211993226098,-1.31426920110824,1.03339505711953,0.7985960322954003,-0.37295569472133927,0
37.11526232114468,No,2,Research & Development,Near,2,Medical,72,4,1,1,3,No,12,2,8628.0,3.0,1,0,3.0,6,6.0,1,3,4,-0.6923970163718165,0.22570035939256758,-0.3485695518056709,-0.04327651909115238,-0.37295569472133927,2
37.0,No,0,Research & Development,Far,2,Medical,79,3,1,2,1,No,12,3,7642.0,2.0,1,0,3.0,10,10.0,1,0,8,-0.1761290992201721,1.2523467330597726,-1.1777483171607914,1.079220216090918,-0.37295569472133927,2
39.0,No,2,Research & Development,Very far,4,Medical,73,4,1,1,1,No,14,1,13341.0,3.0,1,2,3.0,5,5.0,0,4,4,-0.8214639956597276,-0.03096123402423368,-0.0721766300206307,-0.04327651909115238,-0.682655386581575,1
24.0,No,1,Sales,Near,4,Life Sciences,86,4,1,2,2,No,15,3,2400.0,3.0,0,1,3.0,16,2.0,5,13,8,0.5982727765072945,-0.8009460142746375,2.4153596660447314,1.079220216090918,0.8658430727196034,0
37.11526232114468,No,1,Research & Development,Near,4,Life Sciences,53,1,1,3,2,No,11,3,3692.0,3.0,0,2,3.0,13,11.0,2,6,11,0.21107183864356122,1.509008326476574,0.4806092135494497,1.9210927674774705,-0.06325600286110364,0
29.0,No,2,Research & Development,Near,2,Life Sciences,90,2,1,1,3,Yes,13,2,5869.0,2.0,1,1,3.0,1,1.0,1,0,0,-1.337731912811372,-1.0576076076914387,-1.1777483171607914,-1.1657732542732226,-0.37295569472133927,0
29.0,No,2,Research & Development,Near,3,Life Sciences,96,4,1,1,3,No,13,3,4865.5,3.0,4,1,3.0,6,2.0,2,2,2,-0.6923970163718165,-0.8009460142746375,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,0
45.0,No,2,Research & Development,Near,1,Life Sciences,37,3,1,4,3,Yes,13,2,2654.0,3.0,0,1,4.0,21,2.0,2,8,10,1.24360767294685,-0.8009460142746375,1.03339505711953,1.640468583681953,-0.06325600286110364,0
34.0,No,2,Human Resources,Near,3,Human Resources,44,3,1,2,2,No,15,1,2661.0,2.0,9,1,3.0,12,2.0,3,3,6,0.08200485935565012,-0.8009460142746375,-0.3485695518056709,0.5179718484998828,0.24644368899913202,0
40.0,Yes,2,Sales,Very far,1,Life Sciences,73,3,1,1,4,Yes,14,3,3617.0,2.0,1,2,3.0,1,1.0,1,0,0,-1.337731912811372,-1.0576076076914387,-1.1777483171607914,-1.1657732542732226,-0.37295569472133927,0
42.0,No,2,Research & Development,Near,3,Medical,98,4,1,4,2,No,18,3,18303.0,3.0,3,2,3.0,21,1.0,1,7,0,1.24360767294685,-1.0576076076914387,0.7570021353344899,-1.1657732542732226,-0.37295569472133927,1
28.0,No,2,Research & Development,Near,4,Other,35,2,1,1,4,No,17,3,4221.0,3.0,3,1,3.0,6,5.0,0,2,2,-0.6923970163718165,-0.03096123402423368,-0.6249624735907111,-0.6045248866821875,-0.682655386581575,0
31.0,No,2,Research & Development,Near,3,Technical Degree,84,4,1,1,1,No,14,3,3477.0,3.0,5,0,3.0,8,5.0,2,2,2,-0.4342630577959943,-0.03096123402423368,-0.6249624735907111,-0.6045248866821875,-0.06325600286110364,0
35.0,No,2,Research & Development,Near,3,Life Sciences,83,2,1,1,2,No,14,3,4865.5,2.0,1,0,3.0,1,1.0,1,0,0,-1.337731912811372,-1.0576076076914387,-1.1777483171607914,-1.1657732542732226,-0.37295569472133927,0
28.0,No,2,Research & Development,Very far,2,Medical,52,3,1,2,4,No,13,3,2408.0,3.0,7,0,3.0,9,1.0,1,2,3,-0.30519607850808317,-1.0576076076914387,-0.6249624735907111,-0.32390070288666994,-0.37295569472133927,0
37.0,No,2,Sales,Far,4,Marketing,77,2,1,2,4,Yes,12,3,4284.0,2.0,3,0,4.0,14,5.0,0,0,0,0.3401388179314723,-0.03096123402423368,-1.1777483171607914,-1.1657732542732226,-0.682655386581575,0
56.0,No,2,Research & Development,Near,4,Medical,79,3,1,1,3,No,21,3,2339.0,4.0,4,2,3.0,16,10.0,3,8,9,0.5982727765072945,1.2523467330597726,1.03339505711953,1.3598443998864354,0.24644368899913202,2
37.0,No,2,Sales,Near,4,Technical Degree,63,2,1,2,3,Yes,13,3,5768.0,2.0,1,1,3.0,10,4.0,1,9,7,-0.1761290992201721,-0.28762282744103496,1.3097879789045703,0.7985960322954003,-0.37295569472133927,2
40.0,No,1,Sales,Near,1,Medical,34,4,1,2,1,No,20,4,5094.0,6.0,7,2,3.0,18,1.0,8,7,10,0.8564067350831167,-1.0576076076914387,0.7570021353344899,1.640468583681953,1.7949421483003105,2
23.0,No,2,Research & Development,Near,4,Other,41,4,1,2,4,Yes,13,4,2904.0,2.0,2,1,3.0,9,4.0,1,2,3,-0.30519607850808317,-0.28762282744103496,-0.6249624735907111,-0.32390070288666994,-0.37295569472133927,0
35.0,No,2,Research & Development,Near,3,Life Sciences,87,2,1,2,2,Yes,20,3,4865.5,2.0,1,1,3.0,6,6.0,0,2,3,-0.6923970163718165,0.22570035939256758,-0.6249624735907111,-0.32390070288666994,-0.682655386581575,0
31.0,Yes,2,Research & Development,Very far,4,Life Sciences,96,4,1,1,2,Yes,19,2,2657.0,5.0,1,0,3.0,10,2.0,7,2,8,-0.1761290992201721,-0.8009460142746375,-0.6249624735907111,1.079220216090918,1.4852424564400748,0
37.0,No,2,Research & Development,Near,3,Medical,86,2,1,1,3,No,17,3,4189.0,2.0,7,1,3.0,5,5.0,0,2,2,-0.8214639956597276,-0.03096123402423368,-0.6249624735907111,-0.6045248866821875,-0.682655386581575,0
26.0,Yes,2,Research & Development,Near,3,Life Sciences,47,2,1,1,4,No,22,2,2340.0,3.0,1,2,3.0,1,1.0,1,0,0,-1.337731912811372,-1.0576076076914387,-1.1777483171607914,-1.1657732542732226,-0.37295569472133927,0
31.0,No,1,Research & Development,Near,2,Medical,87,1,1,2,1,No,25,3,9824.0,2.0,1,1,3.0,10,1.0,7,0,9,-0.1761290992201721,-1.0576076076914387,-1.1777483171607914,1.3598443998864354,1.4852424564400748,2
29.0,No,2,Research & Development,Near,3,Medical,75,3,1,1,2,No,13,3,4187.0,3.0,1,1,3.0,8,8.0,0,0,7,-0.4342630577959943,0.7390235462261702,-1.1777483171607914,0.7985960322954003,-0.682655386581575,0
